sn,tc_loop,step_num,defect_reason,pe_cycle,pon_day,plane,mp_block,die,channel,cap,firmware
09240XE0017810,14,22,RAID,763,7,1,335,0,7,894,RG109W04
09240XE0017810,14,22,RAID,763,7,3,335,0,7,894,RG109W04
09240XE0017810,14,22,RAID,759,7,1,336,0,7,894,RG109W04
09240XE0017810,14,22,RAID,759,7,3,336,0,7,894,RG109W04
09240XE0017810,14,22,RAID,779,7,1,338,0,7,894,RG109W04
09240XE0017810,14,22,RAID,779,7,3,338,0,7,894,RG109W04
09240XE0017810,14,22,RAID,767,7,1,342,0,7,894,RG109W04
09240XE0017810,14,22,RAID,767,7,3,342,0,7,894,RG109W04
09240XE0017810,14,22,RAID,755,7,1,350,0,7,894,RG109W04
09240XE0017810,14,22,RAID,755,7,3,350,0,7,894,RG109W04
09240XE0017810,14,22,RAID,753,7,1,351,0,7,894,RG109W04
09240XE0017810,14,22,RAID,753,7,3,351,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,352,0,7,894,RG109W04
09240XE0017810,14,22,RAID,760,7,1,356,0,7,894,RG109W04
09240XE0017810,14,22,RAID,760,7,3,356,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,1,360,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,3,360,0,7,894,RG109W04
09240XE0017810,14,22,RAID,753,7,1,362,0,7,894,RG109W04
09240XE0017810,14,22,RAID,753,7,3,362,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,1,365,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,365,0,7,894,RG109W04
09240XE0017810,14,22,RAID,756,7,1,371,0,7,894,RG109W04
09240XE0017810,14,22,RAID,756,7,3,371,0,7,894,RG109W04
09240XE0017810,14,22,RAID,762,7,1,372,0,7,894,RG109W04
09240XE0017810,14,22,RAID,762,7,3,372,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,1,373,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,373,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,376,0,7,894,RG109W04
09240XE0017810,14,22,RAID,750,7,1,377,0,7,894,RG109W04
09240XE0017810,14,22,RAID,750,7,3,377,0,7,894,RG109W04
09240XE0017810,14,22,RAID,746,7,1,382,0,7,894,RG109W04
09240XE0017810,14,22,RAID,746,7,3,382,0,7,894,RG109W04
09240XE0017810,14,22,RAID,733,7,1,393,0,7,894,RG109W04
09240XE0017810,14,22,RAID,733,7,3,393,0,7,894,RG109W04
09240XE0017810,14,22,RAID,776,7,1,394,0,7,894,RG109W04
09240XE0017810,14,22,RAID,776,7,3,394,0,7,894,RG109W04
09240XE0017810,14,22,RAID,761,7,1,397,0,7,894,RG109W04
09240XE0017810,14,22,RAID,761,7,3,397,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,1,398,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,398,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,1,402,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,402,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,1,403,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,3,403,0,7,894,RG109W04
09240XE0017810,14,22,RAID,758,7,1,405,0,7,894,RG109W04
09240XE0017810,14,22,RAID,758,7,3,405,0,7,894,RG109W04
09240XE0017810,14,22,RAID,760,7,3,407,0,7,894,RG109W04
09240XE0017810,14,22,RAID,760,7,1,422,0,7,894,RG109W04
09240XE0017810,14,22,RAID,760,7,3,422,0,7,894,RG109W04
09240XE0017810,14,22,RAID,754,7,3,424,0,7,894,RG109W04
09240XE0017810,14,22,RAID,753,7,1,426,0,7,894,RG109W04
09240XE0017810,14,22,RAID,753,7,3,426,0,7,894,RG109W04
09240XE0017810,14,22,RAID,750,7,1,427,0,7,894,RG109W04
09240XE0017810,14,22,RAID,750,7,3,427,0,7,894,RG109W04
09240XE0017810,14,22,RAID,757,7,3,428,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,1,431,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,431,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,1,434,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,3,434,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,1,439,0,7,894,RG109W04
09240XE0017810,14,22,RAID,766,7,3,439,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,1,440,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,3,440,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,1,441,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,3,441,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,1,449,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,3,449,0,7,894,RG109W04
09240XE0017810,14,22,RAID,761,7,1,450,0,7,894,RG109W04
09240XE0017810,14,22,RAID,761,7,3,450,0,7,894,RG109W04
09240XE0017810,14,22,RAID,750,7,1,453,0,7,894,RG109W04
09240XE0017810,14,22,RAID,750,7,3,453,0,7,894,RG109W04
09240XE0017810,14,22,RAID,744,7,1,456,0,7,894,RG109W04
09240XE0017810,14,22,RAID,744,7,3,456,0,7,894,RG109W04
09240XE0017810,14,22,RAID,763,7,1,460,0,7,894,RG109W04
09240XE0017810,14,22,RAID,763,7,3,460,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,1,461,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,3,461,0,7,894,RG109W04
09240XE0017810,14,22,RAID,765,7,3,462,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,1,463,0,7,894,RG109W04
09240XE0017810,14,22,RAID,764,7,3,463,0,7,894,RG109W04
09240YE0001810,0,15,PSF,812,8,3,155,1,9,1788,RG109W04
09240YE0002010,4,28,PSF,305,3,3,423,0,0,1788,RG109W04
09240YE0003410,0,0,PSF,57,0,1,126,1,6,1788,RG109W04
09240YE0005610,3,14,PSF,242,2,0,77,0,0,1788,RG109W04
09240YE0005610,7,16,PSF,714,7,0,451,0,0,1788,RG109W04
09240ZE0001210,5,21,PSF,231,3,3,79,0,12,1788,RG109W04
09240ZE0004510,9,7,PSF,358,5,3,419,0,15,1788,RG109W04
09240ZE0006310,0,22,PSF,701,10,0,321,0,2,1788,RG109W04
09240ZE0007410,13,16,RAID,1403,20,1,35,0,8,1788,RG109W04
09240ZE0009910,12,10,PSF,1366,19,1,432,0,10,1788,RG109W04
09240ZE0010710,12,15,PSF,448,6,0,138,0,2,1788,RG109W04
09240ZE0010910,8,17,PSF,347,4,1,409,0,8,1788,RG109W04
092410E0000410,0,7,PSF,575,9,0,233,3,11,3576,RG109W04
092410E0001010,2,17,PSF,118,2,0,254,1,10,3576,RG109W04
092410E0001010,8,26,RAID,1101,18,0,380,2,12,3576,RG109W04
092410E0001110,0,0,PSF,44,0,0,357,3,6,3576,RG109W04
092410E0001610,5,16,PSF,209,3,2,243,0,3,3576,RG109W04
092410E0001710,8,17,PSF,281,5,3,19,1,10,3576,RG109W04
092410E0001810,0,0,PSF,36,0,1,142,0,9,3576,RG109W04
092410E0001910,0,26,PSF,25,0,1,315,0,2,3576,RG109W04
092410E0003510,0,13,PSF,12,0,1,40,3,12,3576,RG109W04
092410E0005510,3,8,PSF,842,15,1,258,2,3,3576,RG109W04
092410E0006110,1,9,PSF,597,10,2,183,1,13,3576,RG109W04
092410E0006110,0,4,PSF,581,9,2,15,0,0,3576,RG109W04
092410E0006110,15,17,PSF,1279,21,2,131,0,6,3576,RG109W04
092410E0006710,12,4,PSF,365,6,3,379,3,12,3576,RG109W04
092410E0006810,7,8,PSF,250,4,0,326,3,0,3576,RG109W04
092410E0008610,2,8,PSF,110,1,0,436,3,3,3576,RG109W04
092410E0009910,4,18,RAID,165,3,3,355,3,10,3576,RG109W04
092410E0010010,0,25,PSF,484,9,3,145,2,3,3576,RG109W04
092410E0010410,15,17,PSF,467,8,2,145,2,1,3576,RG109W04
092410E0010510,0,16,PSF,16,0,3,232,2,12,3576,RG109W04
092410E0010510,0,0,RAID,9,0,2,159,0,14,3576,RG109W04
092410E0011710,12,7,PSF,353,6,2,202,3,14,3576,RG109W04
092410E0012110,4,26,PSF,186,3,3,295,3,2,3576,RG109W04
092410E0012910,11,9,PSF,375,6,2,328,1,4,3576,RG109W04
092410E0012910,0,16,RAID,42,0,0,181,1,0,3576,RG109W04
092410E0012910,0,16,PSF,275,4,1,462,1,5,3576,RG109W04
092410E0013110,2,21,PSF,675,12,0,69,0,5,3576,RG109W04
092410E0013110,14,16,PSF,1216,21,1,379,1,5,3576,RG109W04
092410E0015510,3,27,PSF,161,2,2,68,0,9,3576,RG109W04
092410E0015610,1,1,PSF,554,9,0,64,1,8,3576,RG109W04
092410E0015610,11,30,PSF,1205,19,3,361,0,1,3576,RG109W04
092410E0016110,0,20,PSF,68,1,0,169,2,11,3576,RG109W04
092410E0016110,18,8,PSF,1350,22,1,291,1,8,3576,RG109W04
092410E0016210,5,17,PSF,213,3,3,431,0,15,3576,RG109W04
092410E0016910,1,8,PSF,1,1,3,4,0,1,3576,RG109W04
092410E0016910,1,13,PSF,1,1,3,1,0,1,3576,RG109W04
092410E0016910,1,13,PSF,1,1,3,2,0,1,3576,RG109W04
092410E0016910,1,13,PSF,1,1,3,3,0,1,3576,RG109W04
092410E0016910,1,13,PSF,1,1,3,5,0,1,3576,RG109W04
092410E0016910,1,13,PSF,1,1,3,6,0,1,3576,RG109W04
092410E0016910,1,13,PSF,537,1,3,7,0,1,3576,RG109W04
092410E0016910,1,13,PSF,537,1,3,8,0,1,3576,RG109W04
092410E0016910,1,13,PSF,593,1,3,9,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,10,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,11,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,12,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,13,0,1,3576,RG109W04
092410E0016910,1,13,PSF,70,1,3,15,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,17,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,18,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,19,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,20,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,21,0,1,3576,RG109W04
092410E0016910,1,13,RAID,89,1,3,22,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,23,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,29,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,30,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,31,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,34,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,35,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,36,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,38,0,1,3576,RG109W04
092410E0016910,1,13,PSF,65,1,3,39,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,40,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,41,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,42,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,43,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,46,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,47,0,1,3576,RG109W04
092410E0016910,1,13,RAID,85,1,3,48,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,49,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,50,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,51,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,52,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,53,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,54,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,56,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,57,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,58,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,59,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,61,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,64,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,65,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,66,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,69,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,70,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,71,0,1,3576,RG109W04
092410E0016910,1,13,PSF,68,1,3,72,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,73,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,74,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,75,0,1,3576,RG109W04
092410E0016910,1,13,PSF,72,1,3,76,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,77,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,78,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,79,0,1,3576,RG109W04
092410E0016910,1,13,PSF,65,1,3,80,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,82,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,83,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,84,0,1,3576,RG109W04
092410E0016910,1,13,PSF,70,1,3,86,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,87,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,88,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,89,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,91,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,92,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,93,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,94,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,95,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,96,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,97,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,98,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,99,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,100,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,102,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,104,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,105,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,106,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,107,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,108,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,109,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,110,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,112,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,113,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,114,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,115,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,116,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,117,0,1,3576,RG109W04
092410E0016910,1,13,PSF,64,1,3,118,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,119,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,121,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,122,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,123,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,124,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,125,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,126,0,1,3576,RG109W04
092410E0016910,1,13,PSF,63,1,3,127,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,128,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,129,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,130,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,131,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,132,0,1,3576,RG109W04
092410E0016910,1,13,PSF,66,1,3,133,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,135,0,1,3576,RG109W04
092410E0016910,1,13,PSF,67,1,3,136,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,137,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,138,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,139,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,140,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,143,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,144,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,145,0,1,3576,RG109W04
092410E0016910,1,13,PSF,66,1,3,146,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,147,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,148,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,149,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,150,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,151,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,152,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,153,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,154,0,1,3576,RG109W04
092410E0016910,1,13,PSF,72,1,3,155,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,156,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,157,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,158,0,1,3576,RG109W04
092410E0016910,1,13,RAID,63,1,3,159,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,160,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,161,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,162,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,163,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,164,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,165,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,166,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,167,0,1,3576,RG109W04
092410E0016910,1,13,PSF,67,1,3,168,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,170,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,171,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,172,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,173,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,174,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,175,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,176,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,177,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,178,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,180,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,181,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,182,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,183,0,1,3576,RG109W04
092410E0016910,1,13,RAID,64,1,3,184,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,185,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,186,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,187,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,189,0,1,3576,RG109W04
092410E0016910,1,13,RAID,64,1,3,190,0,1,3576,RG109W04
092410E0016910,1,13,PSF,64,1,3,191,0,1,3576,RG109W04
092410E0016910,1,13,RAID,88,1,3,192,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,193,0,1,3576,RG109W04
092410E0016910,1,13,PSF,65,1,3,194,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,195,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,196,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,197,0,1,3576,RG109W04
092410E0016910,1,13,PSF,65,1,3,198,0,1,3576,RG109W04
092410E0016910,1,13,PSF,69,1,3,201,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,202,0,1,3576,RG109W04
092410E0016910,1,13,PSF,68,1,3,203,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,204,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,205,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,207,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,208,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,209,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,210,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,211,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,212,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,215,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,216,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,217,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,219,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,221,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,222,0,1,3576,RG109W04
092410E0016910,1,13,PSF,68,1,3,223,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,224,0,1,3576,RG109W04
092410E0016910,1,13,RAID,64,1,3,228,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,229,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,230,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,231,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,232,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,234,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,235,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,237,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,238,0,1,3576,RG109W04
092410E0016910,1,13,PSF,70,1,3,239,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,240,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,241,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,242,0,1,3576,RG109W04
092410E0016910,1,13,RAID,64,1,3,243,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,244,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,245,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,246,0,1,3576,RG109W04
092410E0016910,1,13,PSF,68,1,3,247,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,248,0,1,3576,RG109W04
092410E0016910,1,13,PSF,65,1,3,249,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,250,0,1,3576,RG109W04
092410E0016910,1,13,PSF,70,1,3,251,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,252,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,253,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,254,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,255,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,256,0,1,3576,RG109W04
092410E0016910,1,13,RAID,62,1,3,257,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,258,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,259,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,260,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,261,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,262,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,263,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,264,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,265,0,1,3576,RG109W04
092410E0016910,1,13,PSF,87,1,3,266,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,267,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,268,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,269,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,270,0,1,3576,RG109W04
092410E0016910,1,13,PSF,65,1,3,271,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,273,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,274,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,275,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,276,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,278,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,279,0,1,3576,RG109W04
092410E0016910,1,13,RAID,68,1,3,280,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,281,0,1,3576,RG109W04
092410E0016910,1,13,RAID,73,1,3,282,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,284,0,1,3576,RG109W04
092410E0016910,1,13,PSF,63,1,3,285,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,286,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,288,0,1,3576,RG109W04
092410E0016910,1,13,RAID,69,1,3,289,0,1,3576,RG109W04
092410E0016910,1,13,PSF,70,1,3,290,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,291,0,1,3576,RG109W04
092410E0016910,1,13,PSF,63,1,3,293,0,1,3576,RG109W04
092410E0016910,1,13,RAID,67,1,3,295,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,296,0,1,3576,RG109W04
092410E0016910,1,13,RAID,71,1,3,297,0,1,3576,RG109W04
092410E0016910,1,13,RAID,61,1,3,298,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,299,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,300,0,1,3576,RG109W04
092410E0016910,1,13,RAID,70,1,3,302,0,1,3576,RG109W04
092410E0016910,1,13,RAID,74,1,3,303,0,1,3576,RG109W04
092410E0016910,1,13,RAID,66,1,3,305,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,306,0,1,3576,RG109W04
092410E0016910,1,13,PSF,70,1,3,307,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,308,0,1,3576,RG109W04
092410E0016910,1,13,RAID,65,1,3,309,0,1,3576,RG109W04
092410E0016910,1,13,RAID,72,1,3,310,0,1,3576,RG109W04
092410E0016910,1,13,PSF,66,1,3,311,0,1,3576,RG109W04
